8.000000000000000000e+00,7.973272204399104446e-01,7.909470796585083008e-01,3.432089984416961670e-01,3.398012220859527588e-01,4.541181027889252264e-01,4.511449038982390802e-01
9.000000000000000000e+00,7.895261645317075416e-01,7.898088693618775524e-01,3.388333916664123535e-01,3.405060768127441406e-01,4.506923258304595947e-01,4.493025541305541992e-01
1.000000000000000000e+01,7.883234024047851562e-01,7.852665781974792480e-01,3.381807208061218262e-01,3.367857635021209717e-01,4.501430988311769243e-01,4.484810829162598766e-01
1.100000000000000000e+01,7.794765830039976917e-01,7.777270674705505371e-01,3.339111804962158203e-01,3.350077271461486261e-01,4.455652534961700995e-01,4.427196383476256769e-01
1.200000000000000000e+01,7.768787145614624023e-01,7.777342200279232509e-01,3.321021199226379395e-01,3.340907394886015735e-01,4.447780251502991278e-01,4.436433613300320711e-01
1.300000000000000000e+01,7.754353880882263184e-01,7.716422080993651234e-01,3.320028781890868586e-01,3.293461799621582031e-01,4.434315264225006104e-01,4.422955214977263849e-01
1.400000000000000000e+01,7.761915326118469238e-01,7.731756567955018200e-01,3.321500122547149658e-01,3.296603858470916748e-01,4.440400600433351275e-01,4.435144662857056219e-01
1.500000000000000000e+01,7.760965824127196155e-01,7.736842632293701172e-01,3.322514891624450684e-01,3.323341608047485352e-01,4.438456296920775257e-01,4.413504004478455145e-01
1.600000000000000000e+01,7.777310609817502662e-01,7.755811214447021484e-01,3.335764706134796143e-01,3.336272537708280805e-01,4.441571235656737726e-01,4.419531524181365967e-01
1.700000000000000000e+01,7.777081727981567383e-01,7.738960981369018555e-01,3.329389989376068115e-01,3.325087726116180420e-01,4.447683393955231268e-01,4.413872659206390381e-01
1.800000000000000000e+01,7.750963568687438965e-01,7.693778872489930309e-01,3.328172564506530762e-01,3.294061720371245228e-01,4.422796964645385742e-01,4.399725198745728094e-01
1.900000000000000000e+01,7.706944942474365234e-01,7.776308655738829456e-01,3.300728499889373224e-01,3.351758122444152832e-01,4.406217634677888073e-01,4.424554705619812012e-01
2.000000000000000000e+01,7.721144556999206543e-01,7.722693085670470081e-01,3.306160569190979004e-01,3.314191401004791260e-01,4.414981603622437079e-01,4.408504366874694824e-01
2.100000000000000000e+01,7.697463631629939407e-01,7.733262777328493431e-01,3.291431665420532227e-01,3.321481347084045410e-01,4.406031370162963867e-01,4.411783218383789062e-01
2.200000000000000000e+01,7.725610733032225452e-01,7.700331211090083450e-01,3.305635154247283936e-01,3.294422626495361328e-01,4.419983327388761762e-01,4.405912756919859730e-01
2.300000000000000000e+01,7.693047523498534046e-01,7.725106477737425648e-01,3.295747041702270508e-01,3.318595886230468750e-01,4.397306144237517755e-01,4.406504929065703235e-01
2.400000000000000000e+01,7.657746672630310059e-01,7.621794939041137695e-01,3.267167806625366766e-01,3.234201669692992609e-01,4.390574991703033447e-01,4.387601912021636963e-01
2.500000000000000000e+01,7.694792151451107509e-01,7.746539711952209473e-01,3.293694853782653253e-01,3.328968286514282227e-01,4.401114881038665771e-01,4.417571127414703369e-01
2.600000000000000000e+01,7.673336863517761230e-01,7.644125223159790039e-01,3.283417820930480402e-01,3.275835514068603516e-01,4.389886856079101562e-01,4.368284940719604492e-01
2.700000000000000000e+01,7.649159431457518421e-01,7.634952068328858532e-01,3.272509872913360596e-01,3.257486522197723389e-01,4.376646578311920166e-01,4.377462863922119141e-01
2.800000000000000000e+01,7.650343179702755458e-01,7.612756490707397461e-01,3.273097872734069824e-01,3.245823383331298273e-01,4.377247989177702747e-01,4.366935193538665771e-01
2.900000000000000000e+01,7.609621286392211914e-01,7.603269219398497425e-01,3.248149156570434570e-01,3.240729868412017822e-01,4.361474812030791681e-01,4.362539947032927912e-01
3.000000000000000000e+01,7.595144510269165039e-01,7.612910866737363502e-01,3.236800730228423517e-01,3.251075148582456831e-01,4.358366429805756170e-01,4.361841976642608643e-01
3.100000000000000000e+01,7.607996463775633655e-01,7.593979239463807263e-01,3.251092731952667236e-01,3.262701630592346191e-01,4.356901347637177069e-01,4.331276714801787775e-01
3.200000000000000000e+01,7.576705217361449085e-01,7.588112354278564453e-01,3.226419091224670410e-01,3.241276443004608154e-01,4.350287020206449751e-01,4.346821904182433527e-01
3.300000000000000000e+01,7.570951581001279518e-01,7.556714415550231934e-01,3.227646648883819580e-01,3.220033645629882812e-01,4.343308806419373114e-01,4.336681067943572443e-01
3.400000000000000000e+01,7.593314647674560547e-01,7.513154149055482067e-01,3.238580524921417236e-01,3.202709853649139959e-01,4.354737997055053711e-01,4.310441613197327770e-01
3.500000000000000000e+01,7.585247159004211426e-01,7.512078285217285156e-01,3.236365020275115967e-01,3.196273148059844971e-01,4.348886609077453613e-01,4.315804541110991877e-01
3.600000000000000000e+01,7.587563991546627529e-01,7.574893236160279431e-01,3.240045309066772461e-01,3.250754475593566339e-01,4.347539544105529230e-01,4.324138760566713091e-01
3.700000000000000000e+01,7.605173587799072266e-01,7.541754245758054420e-01,3.255721926689147949e-01,3.224962651729583740e-01,4.349461197853087824e-01,4.316790401935576837e-01
3.800000000000000000e+01,7.563747763633728027e-01,7.508829832077025257e-01,3.230726122856140137e-01,3.203465938568115234e-01,4.333014190196992077e-01,4.305362999439239502e-01
3.900000000000000000e+01,7.550055384635923073e-01,7.586046457290650524e-01,3.226967453956604004e-01,3.247881829738616943e-01,4.323105514049529474e-01,4.338165223598480225e-01
4.000000000000000000e+01,7.540178894996644177e-01,7.558797597885134056e-01,3.219292759895325262e-01,3.238704502582550049e-01,4.320887923240662731e-01,4.320093393325805664e-01
4.100000000000000000e+01,7.516682744026184082e-01,7.492895722389221191e-01,3.205538094043732245e-01,3.212195932865142822e-01,4.311139881610870361e-01,4.280702471733093262e-01
4.200000000000000000e+01,7.498742938041687012e-01,7.512705922126770020e-01,3.191152513027191162e-01,3.212662339210510254e-01,4.307570755481721081e-01,4.300042390823364258e-01
4.300000000000000000e+01,7.494872808456419788e-01,7.463802695274354138e-01,3.194730877876281738e-01,3.169645369052886963e-01,4.300142228603363037e-01,4.294162690639494739e-01
